no,Folder(NamePlant),Giới (Kingdom),Nhánh (Clade),Không phân hạng,Bộ (Order),Họ (Family),Chi (Genus),Loài,Số lượng ảnh,Mô tả
2577,Leucaena_leucocephala,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Leucaena,L. leucocephala,100,"Keo dậu còn gọi là cây Bình linh (danh pháp hai phần: Leucaena leucocephala), là một loài cây gỗ nhỏ, loài cây này tại Việt Nam thường được trồng làm hàng rào nên người ta thường gọi là keo dậu. Nó thuộc về chi Keo dậu (Leucaena) trong Phân họ Trinh nữ (Mimosoideae), họ Đậu (Fabaceae), bộ Đậu (Fabales) và sinh trưởng ở vùng nhiệt đới. Tán rộng, vỏ cây màu xám. Lá thuộc dạng lá kép lông chim 2 lần chẵn, trên cuống lá cấp 1 có các tuyến hình chậu (một đặc điểm điển hình thuộc phân họ trinh nữ). Hoa tự đầu trạng, tràng hoa màu trắng. Quả tạo thành chùm. Hạt khi xanh có thể ăn được và thường dùng làm thuốc trục giun, khi quả chín, hạt chuyển màu nâu
Tên keo dậu (còn gọi là keo giậu), hoặc táo nhơn, bọ chét, keo giun. Bông nở ra màu trắng, nó là một loại cây quen thuộc tại Việt Nam. Quả khi còn non có màu xanh nhạt, quả khi chín có màu nâu đen. Bên trong là hạt."
2578,Leucas_biflora,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Leucas,L. biflora,100,"Bạch thiệt hai hoa, mè đất hai hoa (tên khoa học: Leucas biflora) là một loài thực vật có hoa trong họ Hoa môi. Loài này được (Vahl) R.Br. ex Sm. mô tả khoa học đầu tiên năm 1812."
2579,Leucas_mollissima,,,,,,,,100,"Bạch thiệt mềm, Mè đất mềm (tên khoa học: Leucas decemdentata) là một loài thực vật có hoa trong họ Hoa môi. Loài này được (Willd.) Sm. mô tả khoa học đầu tiên năm 1810."
2580,Leucomeris_decora,Plantae,,"Angiospermae
Eudicots
Asterids",Asterales,Asteraceae,Leucomeris,L. decora,100,"Leucomeris decora là một loài thực vật có hoa thuộc họ Asteraceae.
Loài này có ở Trung Quốc, Myanmar, Thái Lan, và Việt Nam."
2581,Leucosceptrum_canum,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Leucosceptrum,L. canum,100,Leucosceptrum canum là một loài thực vật có hoa trong họ Hoa môi. Loài này được Sm. mô tả khoa học đầu tiên năm 1806.
2582,Licuala_bracteata,Plantae,,"Angiospermae
Monocots
Commelinids",Arecales,Arecaceae,Licuala,L. bracteata,100,Tơi (danh pháp khoa học: Licuala bracteata) là loài thực vật có hoa thuộc họ Arecaceae. Loài này được Gagnep. mô tả khoa học đầu tiên năm 1937.
2583,Licuala_elegans,Plantae,,"Angiospermae
Monocots
Commelinids",Arecales,Arecaceae,Licuala,L. elegans,100,Licuala elegans là loài thực vật có hoa thuộc họ Arecaceae. Loài này được Blume mô tả khoa học đầu tiên năm 1838.
2584,Licuala_glaberrima,Plantae,,"Angiospermae
Monocots
Commelinids",Arecales,Arecaceae,Licuala,L. glaberrima,100,Licuala glaberrima là loài thực vật có hoa thuộc họ Arecaceae. Loài này được Gagnep. mô tả khoa học đầu tiên năm 1937.
2585,Licuala_hexasepala,Plantae,,"Angiospermae
Monocots
Commelinids",Arecales,Arecaceae,Licuala,L. hexasepala,100,Licuala hexasepala là loài thực vật có hoa thuộc họ Arecaceae. Loài này được Gagnep. mô tả khoa học đầu tiên năm 1937.
2586,Licuala_radula,Plantae,,"Angiospermae
Monocots
Commelinids",Arecales,Arecaceae,Licuala,L. radula,93,Licuala radula là loài thực vật có hoa thuộc họ Arecaceae. Loài này được Gagnep. mô tả khoa học đầu tiên năm 1937.
2587,Licuala_spinosa,Plantae,,"Angiospermae
Monocots
Commelinids",Arecales,Arecaceae,Licuala,L. spinosa,100,Licuala spinosa là loài thực vật có hoa thuộc họ Arecaceae. Loài này được Wurmb mô tả khoa học đầu tiên năm 1780.
2588,Ligularia_petelotii,Plantae,,"Angiospermae
Eudicots",Asterales,Asteraceae,Ligularia,L. petelotii,100,Ligularia petelotii là một loài thực vật có hoa trong họ Cúc. Loài này được Merr. mô tả khoa học đầu tiên năm 1940.
2589,Ligustrum_sinense,,,,,,,,100,Ligusticum sinense là một loài thực vật có hoa trong họ Hoa tán. Loài này được Oliv. mô tả khoa học đầu tiên năm 1891.
2590,Lilium_brownii,Plantae,,"Angiospermae
Monocots",Liliales,Liliaceae,Lilium,L. brownii,100,Lilium brownii là một loài thực vật có hoa trong họ Liliaceae. Loài này được F.E.Br. ex Miellez miêu tả khoa học đầu tiên năm 1841.
2591,Lilium_concolor,Plantae,,"Angiospermae
Monocots",Liliales,Liliaceae,Lilium,L. concolor,100,Lilium concolor là một loài thực vật có hoa trong họ Liliaceae. Loài này được Salisb. miêu tả khoa học đầu tiên năm 1806.
2592,Lilium_lancifolium,Plantae,"Tracheophyta
Angiospermae
Monocots",,Liliales,Liliaceae,Lilium,L. lancifolium,100,"Hoa loa kèn vằn (danh pháp hai phần: Lilium lancifolium) hay quyển đơn là một loài thực vật có hoa trong họ Liliaceae, còn có các tên gọi hổ bì bách hợp（tiếng Anh: tiger lily), bách hợp Nghi Hưng, bách hợp Thái Hồ, bách hợp Hồ Châu,  bách hợp Long Sơn, đảo thuỳ liên, dược bách hợp, khổ bách hợp, hoàng bách hợp.
Nó có nguồn gốc từ Giang Tô, Chiết Giang, An Huy, Giang Tây, Hồ Nam, Hồ Bắc, Quảng Tây, Tứ Xuyên, Trùng Khánh, Thanh Hải, Tây Tạng, Cam Túc, Thiểm Tây, Sơn Tây, Hà Nam, Hà Bắc, Bắc Kinh, Sơn Đông, Cát Lâm, và Bán đảo Triều Tiên và Nhật Bản.Thân hành của hoa là thực phẩm và dược liệu quan trọng, cùng tên với hoa lan châu bách hợp (兰州百合) và long nha bách hợp (龙牙百合).Loài này được Thunb. miêu tả khoa học đầu tiên năm 1794."
2593,Lilium_polanei,,,,,,,,100,Lilium poilanei là một loài thực vật có hoa trong họ Liliaceae. Loài này được Gagnep. miêu tả khoa học đầu tiên năm 1934.
2594,Limnophila_connata,Plantae,,"Angiospermae
Eudicots
Asterids",Lamiales,Plantaginaceae,Limnophila,L. connata,100,Limnophila connata là một loài thực vật có hoa trong họ Mã đề. Loài này được (Buch.-Ham. ex D. Don) Hand.-Mazz. mô tả khoa học đầu tiên năm 1936.
2595,Limnophila_erecta,Plantae,,"Angiospermae
Eudicots
Asterids",Lamiales,Plantaginaceae,Limnophila,L. erecta,100,Limnophila erecta là một loài thực vật có hoa trong họ Mã đề. Loài này được Benth. mô tả khoa học đầu tiên năm 1846.
2596,Limnophila_heterophylla,Plantae,,"Angiospermae
Eudicots
Asterids",Lamiales,Plantaginaceae,Limnophila,L. heterophylla,100,Limnophila heterophylla là một loài thực vật có hoa trong họ Mã đề. Loài này được (Roxb.) Benth. mô tả khoa học đầu tiên năm 1835.
2597,Limnophila_rugosa,Plantae,,"Angiospermae
Eudicots
Asterids",Lamiales,Plantaginaceae,Limnophila,L. rugosa,100,"Quế đất hay còn gọi hồi nước, rau quế vị, rau xá xị, rau vị (danh pháp khoa học: Limnophila rugosa) là một loài thực vật có hoa trong họ Mã đề. Loài này được (Roth) Merr. mô tả khoa học đầu tiên năm 1917. Rau quế vị vừa là một loại rau gia vị với mùi thơm rất riêng, mùi xá xị nồng nhẹ, hương vị khi ăn rất đặc biệt, khó lẫn với các loại rau khác vừa là một vị thuốc dân gian được sử dụng nhiều tại một số nước châu Á. Rau quế vị còn được chiết xuất để lấy tinh dầu vì chúng có mùi giống húng quế và hồi."
2598,Limnophyton_obtusifolium,Plantae,,"Angiospermae
Monocot",Alismatales,Alismataceae,Limnophyton,L. obtusifolium,100,Limnophyton obtusifolium trong tiếng Việt thường được biết đến với tên gọi hồ thảo là một loài thực vật có hoa trong họ Alismataceae. Loài này được (L.) Miq. mô tả khoa học đầu tiên năm 1856.
2599,Lindenbergia_muraria,Plantae,,"Angiospermae
Eudicots
Asterids",Lamiales,Plantaginaceae,Lindenbergia,L. muraria,100,Lindenbergia muraria là một loài thực vật có hoa trong họ Mã đề. Loài này được (Roxburgh ex D. Don) Brühl mô tả khoa học đầu tiên năm 1920.
2600,Lindera_aggregate,,,,,,,,95,Lindera aggregata là loài thực vật có hoa trong họ Nguyệt quế. Loài này được (Sims) Kosterm. miêu tả khoa học đầu tiên năm 1974.
2601,Lindera_assamica,Plantae,,"Angiospermae
Magnoliidae",Laurales,Lauraceae,Lindera,L. assamica,98,Lindera assamica là loài thực vật có hoa trong họ Nguyệt quế. Loài này được (Meisn.) Kurz miêu tả khoa học đầu tiên năm 1875.
2602,Lindera_communis,Plantae,,"Angiospermae
Magnoliidae",Laurales,Lauraceae,Lindera,L. communis,100,Lindera communis là loài thực vật có hoa trong họ Nguyệt quế. Loài này được Hemsl. miêu tả khoa học đầu tiên năm 1891.
2603,Lindera_gracilipes,Plantae,,"Angiospermae
Magnoliidae",Laurales,Lauraceae,Lindera,L. gracilipes,100,Lindera gracilipes là loài thực vật có hoa trong họ Nguyệt quế. Loài này được H.W. Li miêu tả khoa học đầu tiên năm 1978.
2604,Lindera_metcalfiana,Plantae,,"Angiospermae
Magnoliidae",Laurales,Lauraceae,Lindera,L. metcalfiana,100,Lindera metcalfiana là loài thực vật có hoa trong họ Nguyệt quế. Loài này được C.K. Allen miêu tả khoa học đầu tiên năm 1941.
2605,Lindera_nacusua,Plantae,,"Angiospermae
Magnoliidae",Laurales,Lauraceae,Lindera,L. nacusua,98,Lindera nacusua là loài thực vật có hoa trong họ Nguyệt quế. Loài này được (D. Don) Merr. miêu tả khoa học đầu tiên năm 1936.
2606,Lindera_sinensis,Plantae,,"Angiospermae
Magnoliidae",Laurales,Lauraceae,Lindera,L. sinensis,100,Lindera sinensis là loài thực vật có hoa trong họ Nguyệt quế. Loài này được (Blume) Hemsl. miêu tả khoa học đầu tiên năm 1891.
2607,Lindera_thomsonii,Plantae,,"Angiospermae
Magnoliidae",Laurales,Lauraceae,Lindera,L. thomsonii,97,Lindera thomsonii là loài thực vật có hoa trong họ Nguyệt quế. Loài này được C.K. Allen miêu tả khoa học đầu tiên năm 1941.
2608,Lindernia_antipoda,,,,,,,,100,Chi Lữ đằng (danh pháp khoa học: Lindernia) là một chi thực vật có hoa trong họ Linderniaceae. Các loài trong chi này là bản địa khu vực nóng ấm ở cả Đông và Tây bán cầu.Lindernia nghĩa hẹp chứa khoảng 30 loài theo định nghĩa gần đây của nó.Theo nghĩa rộng nó chứa khoảng 85 loài (~ 55 loài là thuộc chi Vandellia).
2609,Lindernia_ciliata,,,,,,,,100,Chi Lữ đằng (danh pháp khoa học: Lindernia) là một chi thực vật có hoa trong họ Linderniaceae. Các loài trong chi này là bản địa khu vực nóng ấm ở cả Đông và Tây bán cầu.Lindernia nghĩa hẹp chứa khoảng 30 loài theo định nghĩa gần đây của nó.Theo nghĩa rộng nó chứa khoảng 85 loài (~ 55 loài là thuộc chi Vandellia).
2610,Lindernia_latifolia,,,,,,,,100,Lindera latifolia là loài thực vật có hoa trong họ Nguyệt quế. Loài này được Hook. f. miêu tả khoa học đầu tiên năm 1886.
2611,Lindernia_pusilla,,,,,,,,100,Chi Lữ đằng (danh pháp khoa học: Lindernia) là một chi thực vật có hoa trong họ Linderniaceae. Các loài trong chi này là bản địa khu vực nóng ấm ở cả Đông và Tây bán cầu.Lindernia nghĩa hẹp chứa khoảng 30 loài theo định nghĩa gần đây của nó.Theo nghĩa rộng nó chứa khoảng 85 loài (~ 55 loài là thuộc chi Vandellia).
2612,Lindernia_stolonifera,,,,,,,,100,Chi Lữ đằng (danh pháp khoa học: Lindernia) là một chi thực vật có hoa trong họ Linderniaceae. Các loài trong chi này là bản địa khu vực nóng ấm ở cả Đông và Tây bán cầu.Lindernia nghĩa hẹp chứa khoảng 30 loài theo định nghĩa gần đây của nó.Theo nghĩa rộng nó chứa khoảng 85 loài (~ 55 loài là thuộc chi Vandellia).
2613,Linociera_robinsonii,,,,,,,,100,"Vào ngày 29 tháng 1 năm 2010, Sách đỏ IUCN đã công bố danh mục loài thực vật cực kì nguy cấp gồm 1701 loài, phân loài, giống gốc, tiểu quần thể cực kỳ nguy cấp."
2614,Linum_usitatissimum,Plantae,,"Angiosperms
Eudicots
Rosids",Malpighiales,Linaceae,Linum,L. usitatissimum,100,"Cây lanh (tên khoa học là Linum usitatissimum) là loài thuộc chi Linum, họ Linaceae, là cây công nghiệp ôn đới thân thảo, sống hàng năm. Được trồng để lấy sợi ở thân và lấy hạt để làm thức ăn hoặc để ép dầu. Hạt lanh có giá trị dinh dưỡng cao, được công nhận là có tác động tích cực tới sức khỏe. Dầu ép từ hạt lanh có thể được sử dụng làm thực phẩm, nhưng không bền với nhiệt và nhanh bị hỏng. Ngoài ra dầu hạt lanh còn được dùng vào các phẩm chăm sóc tóc, pha sơn, trong vải sơn lót sàn nhà, làm véc-ni hay trong mực in."
2615,Liparis_acutissima,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Liparis,L. acutissima,100,Liparis acutissima là một loài thực vật có hoa trong họ Lan. Loài này được Rchb.f. mô tả khoa học đầu tiên năm 1878.
2616,Liparis_atrosanguinea,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Liparis,L. atrosanguinea,100,Liparis atrosanguinea là một loài thực vật có hoa trong họ Lan. Loài này được Ridl. mô tả khoa học đầu tiên năm 1870.
2617,Liparis_averyanoviana,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Liparis,L. averyanoviana,100,Liparis averyanoviana là một loài thực vật có hoa trong họ Lan. Loài này được Szlach. mô tả khoa học đầu tiên năm 1993.
2618,Liparis_clypeolum,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Liparis,L. clypeolum,100,Liparis clypeolum là một loài thực vật có hoa trong họ Lan. Loài này được (G.Forst.) Lindl. mô tả khoa học đầu tiên năm 1830.
2619,Liparis_conopea,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Liparis,L. conopea,100,Liparis conopea là một loài thực vật có hoa trong họ Lan. Loài này được Aver. mô tả khoa học đầu tiên năm 1997.
2620,Liparis_deflexa,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Liparis,L. deflexa,100,Liparis deflexa là một loài thực vật có hoa trong họ Lan. Loài này được Hook.f. mô tả khoa học đầu tiên năm 1890.
2621,Liparis_elliptica,,,,,,,,99,"Vào ngày 29 tháng 1 năm 2010, Sách đỏ IUCN đã công bố danh mục loài thực vật cực kì nguy cấp gồm 1701 loài, phân loài, giống gốc, tiểu quần thể cực kỳ nguy cấp."
2622,Liparis_ferruginea,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Liparis,L. ferruginea,100,Liparis ferruginea là một loài thực vật có hoa trong họ Lan. Loài này được Lindl. mô tả khoa học đầu tiên năm 1848.
2623,Liparis_gibbosa,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Liparis,L. gibbosa,100,Liparis gibbosa là một loài thực vật có hoa trong họ Lan. Loài này được Finet mô tả khoa học đầu tiên năm 1908.
2624,Liparis_mannii,,,,,,,,100,"Vào ngày 29 tháng 1 năm 2010, Sách đỏ IUCN đã công bố danh mục loài thực vật cực kì nguy cấp gồm 1701 loài, phân loài, giống gốc, tiểu quần thể cực kỳ nguy cấp."
2625,Liparis_nervosa,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Liparis,L. nervosa,100,"Liparis nervosa là một loài phong lan được tìm tháy ở miền nhiệt đới châu Á, chau Phi, châu Mỹ, thuộc chi Liparis."
2626,Liparis_oppositifolia,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Liparis,L. oppositifolia,100,Liparis oppositifolia là một loài thực vật có hoa trong họ Lan. Loài này được Szlach. mô tả khoa học đầu tiên năm 1993.
2627,Liparis_pumila,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Liparis,L. pumila,100,Liparis pumila là một loài thực vật có hoa trong họ Lan. Loài này được Aver. mô tả khoa học đầu tiên năm 2003.
2628,Liparis_regnieri,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Liparis,L. regnieri,100,Liparis regnieri là một loài thực vật có hoa trong họ Lan. Loài này được Finet mô tả khoa học đầu tiên năm 1908.
2629,Liparis_sparsiflora,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Liparis,L. sparsiflora,100,Liparis sparsiflora là một loài thực vật có hoa trong họ Lan. Loài này được Aver. mô tả khoa học đầu tiên năm 2003.
2630,Liparis_viridiflora,,,,,,,,100,Liparis liliifolia là một loài thực vật có hoa trong họ Lan. Loài này được (L.) Rich. ex Lindl. mô tả khoa học đầu tiên năm 1825.
2631,Lipocarpha_microcephala,Plantae,,"Angiospermae
Monocots",Poales,Cyperaceae,Lipocarpha,L. microcephala,100,Lipocarpha microcephala là loài thực vật có hoa trong họ Cói. Loài này được (R.Br.) Kunth mô tả khoa học đầu tiên năm 1837.
2632,Liquidambar_formosana,Plantae,,"Angiospermae
Eudicots
Core eudicots",Saxifragales,Altingiaceae,Liquidambar,L. formosana,110,"Sau sau, còn gọi là sau trắng, sâu trắng, phong hương, bạch giao, bạch giao hương, cây thau, trao, chao, cổ yếm, sâu cước, chà phai, mâng deng (tên khoa học: Liquidambar formosana), là một loài thực vật thuộc họ Tô hạp.. Loài này được Henry Fletcher Hance miêu tả khoa học đầu tiên năm 1866.Sau sau phân bố tại Hàn Quốc, Trung Quốc (Hoa Trung, Hoa Nam), Đài Loan, bắc Việt Nam, Lào.Tại Việt Nam, sau sau có ở các tỉnh phía bắc như Quảng Ninh, Lạng Sơn, Hà Tây, Hòa Bình... Bộ phận dùng làm thuốc là quả (lộ lộ thông), lá (phong hương diệp), rễ (phong hương căn), nhựa (phong hương chi). Ngọn lá non ăn được. Lá chứa nhiều tanin. Quả chứa axit liquidamric, axit liquidamric lacton, axit beturonic. Nhựa có chứa tinh dầu.
Theo đông y:

Quả sau sau có vị đắng, tính bình, mùi thơm; tác dụng khứ phong, hoạt lạc, lợi thủy thông kinh; dùng để chữa phong thấp, đau nhức khớp xương, tâm vị đau trướng, thủy thũng, đái khó, mề đay, viêm da, chàm.
Lá sau sau có vị đắng, tính bình; tác dụng thanh nhiệt giải độc, thu liễm chỉ huyết; chữa viêm ruột, đau vùng thượng vị, thổ huyết, chảy máu cam, dùng ngoài trị mẩn ngứa, eczema.
Nhựa có vị ngọt, cay, tính ấm; tác dụng thông khiếu, khai uất, khứ đàm, hoạt huyết giảm đau; trị ho có đờm, kinh giản, thổ huyết, nôn ra máu, chảy máu cam.
Rễ vị đắng tính ấm; tác dụng khư thấp, chỉ thống; chữa thấp khớp, đau răng."
